dataset,sentenceid,sentence,category,sub_cat,polarity,aspect_term
15_rest_train,430342:5,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",FOOD,QUALITY,positive,food
15_rest_train,404464:1,I ordered the smoked salmon and roe appetizer and it was off flavor.,FOOD,QUALITY,negative,smoked salmon and roe appetizer
15_rest_train,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",AMBIENCE,GENERAL,positive,Thalia
15_rest_train,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",FOOD,QUALITY,negative,food
15_rest_train,404464:0,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",SERVICE,GENERAL,positive,people
15_rest_train,397331:4,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,RESTAURANT,GENERAL,positive,Mizu
15_rest_train,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",SERVICE,GENERAL,positive,service
15_rest_train,397331:3,"Not only is the cuisine the best around, the service has always been attentive and charming.",FOOD,QUALITY,positive,cuisine
15_rest_train,404464:2,"The entree was bland and small, dessert was not inspired.",FOOD,QUALITY,negative,entree
15_rest_train,397331:2,Mizu is home to creative and unique rolls not to found anywhere else.,FOOD,STYLE_OPTIONS,positive,rolls
15_rest_train,397331:1,"While their kitchen food is delicious, their Sushi is out of this world.",FOOD,QUALITY,positive,kitchen food
15_rest_train,397331:0,Mizu is the Japenese find in Grammercy.,RESTAURANT,GENERAL,positive,Mizu
15_rest_train,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",SERVICE,GENERAL,positive,service
15_rest_train,378848:3,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",AMBIENCE,GENERAL,positive,blond wood decor
15_rest_train,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.",FOOD,QUALITY,negative,sushi
15_rest_train,461928:0,This tiny Williamsburg spot is always pleasantly surprising.,RESTAURANT,GENERAL,positive,Williamsburg spot
15_rest_train,378848:1,"The first time the sushi was outstanding, the second time it was a little bland.",FOOD,QUALITY,positive,sushi
15_rest_train,397331:1,"While their kitchen food is delicious, their Sushi is out of this world.",FOOD,QUALITY,positive,Sushi
15_rest_train,430342:6,Great neighborhood joint.,RESTAURANT,GENERAL,positive,joint
15_rest_train,404464:3,I expected quite a bit more from such an expensive menu.,FOOD,PRICES,negative,menu
15_rest_train,430342:5,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",AMBIENCE,GENERAL,positive,garden
15_rest_train,430342:4,Delicious crab cakes too.,FOOD,QUALITY,positive,crab cakes
15_rest_train,430342:3,My friend devoured her chicken and mashed potatos.,FOOD,QUALITY,positive,chicken and mashed potatos
15_rest_train,430342:2,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,FOOD,QUALITY,positive,mahi mahi (on saffron risotto
15_rest_train,430342:2,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,FOOD,QUALITY,positive,scallops
15_rest_train,430342:1,"Kind, attentive wait staff.",SERVICE,GENERAL,positive,wait staff
15_rest_train,430342:0,delicious simple food in nice outdoor atmosphere.,AMBIENCE,GENERAL,positive,outdoor atmosphere
15_rest_train,404464:2,"The entree was bland and small, dessert was not inspired.",FOOD,QUALITY,negative,dessert
15_rest_train,430342:0,delicious simple food in nice outdoor atmosphere.,FOOD,STYLE_OPTIONS,positive,food
15_rest_train,426930:2,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,FOOD,QUALITY,positive,cold appetizer dishes
15_rest_train,426930:0,Authentic Taiwanese food that's cheap... what more could you ask for?,FOOD,PRICES,positive,Taiwanese food
15_rest_train,426805:1,Wonderful strawberry daiquiries as well!,DRINKS,QUALITY,positive,strawberry daiquiries
15_rest_train,426805:0,"The view is spectacular, and the food is great.",FOOD,QUALITY,positive,food
15_rest_train,426805:0,"The view is spectacular, and the food is great.",LOCATION,GENERAL,positive,view
15_rest_train,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,FOOD,QUALITY,positive,pizza
15_rest_train,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",SERVICE,GENERAL,negative,wait
15_rest_train,464215:2,The cream cheeses are out of this world and I love that coffee!!,FOOD,QUALITY,positive,cream cheeses
15_rest_train,493013:3,noodles with shrimp and chicken and coconut juice is the MUST!,FOOD,QUALITY,positive,noodles with shrimp and chicken and coconut juice
15_rest_train,493013:2,I LOVE their Thai,FOOD,QUALITY,positive,Thai
15_rest_train,493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",RESTAURANT,PRICES,positive,Suan
15_rest_train,493013:1,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",LOCATION,GENERAL,positive,location
15_rest_train,493013:0,Suan is a great place that I often take my friends (classmates) too.,RESTAURANT,GENERAL,positive,Suan
15_rest_train,490565:6,You can't go wrong with this place.,RESTAURANT,GENERAL,positive,place
15_rest_train,490565:5,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",AMBIENCE,GENERAL,positive,in-house lady DJ
15_rest_train,493013:5,I will go back to Suan soon!,RESTAURANT,GENERAL,positive,Suan
15_rest_train,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",AMBIENCE,GENERAL,positive,music
15_rest_train,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS,QUALITY,positive,Vanilla Shanty
15_rest_train,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",DRINKS,PRICES,positive,martini
15_rest_train,490565:3,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",AMBIENCE,GENERAL,positive,late night atmosphere
15_rest_train,490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD,QUALITY,positive,fries
15_rest_train,490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD,QUALITY,positive,mussels in spicy tomato sauce
15_rest_train,490565:4,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",AMBIENCE,GENERAL,positive,setting
15_rest_train,490565:2,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",FOOD,QUALITY,positive,food
15_rest_train,493013:6,In summer-eat outside on a terrace (another great feature of Suan)!!!,AMBIENCE,GENERAL,positive,terrace
15_rest_train,493514:1,I cannot imagine better Indian food in all of the city.,FOOD,QUALITY,positive,Indian food
15_rest_train,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!",SERVICE,GENERAL,negative,service
15_rest_train,503807:2,The food was exceptional.,FOOD,QUALITY,positive,food
15_rest_train,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD,QUALITY,negative,egg custards
15_rest_train,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD,QUALITY,negative,roast pork buns
15_rest_train,498657:5,"A few tips: skip the turnip cake, roast pork buns and egg custards.",FOOD,QUALITY,negative,turnip cake
15_rest_train,498657:4,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",AMBIENCE,GENERAL,negative,atmosphere
15_rest_train,498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",FOOD,QUALITY,positive,dim sum
15_rest_train,493514:0,I cannot imagine a friendlier staff working in a restaurant.,SERVICE,GENERAL,positive,staff
15_rest_train,498657:2,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",FOOD,PRICES,negative,dim sum
15_rest_train,496132:4,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",FOOD,QUALITY,positive,balsamic vinegar over icecream
15_rest_train,496132:3,The food is excellent! ,FOOD,QUALITY,positive,food
15_rest_train,496132:1,The setting is casual and romantic.,AMBIENCE,GENERAL,positive,setting
15_rest_train,496132:0,This is the kind of place you'd like to take all your friends to and still keep a secret.,RESTAURANT,MISCELLANEOUS,positive,place
15_rest_train,494850:3,The food now is inconsistent.,FOOD,QUALITY,negative,food
15_rest_train,494850:1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",SERVICE,GENERAL,negative,staff
15_rest_train,494850:1,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",FOOD,QUALITY,negative,chef
15_rest_train,498657:0,"Do not get the Go Go Hamburgers, no matter what the reviews say.",FOOD,QUALITY,negative,Go Go Hamburgers
15_rest_train,461928:1,The pizza is delicious and the proprietor is one of the nicest in NYC.,SERVICE,GENERAL,positive,proprietor
15_rest_train,490565:1,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",SERVICE,GENERAL,positive,wait staff
15_rest_train,485966:4,It is definitely a good spot for snacks and chat.,RESTAURANT,GENERAL,positive,spot
15_rest_train,475298:3,The location is perfect.,LOCATION,GENERAL,positive,location
15_rest_train,475298:2,Food is great and inexpensive.,FOOD,PRICES,positive,Food
15_rest_train,475298:0,"Good, fast service.",SERVICE,GENERAL,positive,service
15_rest_train,470488:6,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,FOOD,QUALITY,negative,Japanese cuisine
15_rest_train,470488:5,"The fish was adequate, but inexpertly sliced.",FOOD,STYLE_OPTIONS,negative,fish
15_rest_train,470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",FOOD,QUALITY,negative,sushi
15_rest_train,475512:2,"Well, this place is so Ghetto its not even funny.",AMBIENCE,GENERAL,negative,place
15_rest_train,470488:4,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",FOOD,QUALITY,negative,rice
15_rest_train,470488:2,The sushi was awful!,FOOD,QUALITY,negative,sushi
15_rest_train,470488:1,The soup for the udon was soy sauce and water.,FOOD,QUALITY,negative,soup for the udon
15_rest_train,464342:3,the turkey burgers are scary!,FOOD,QUALITY,negative,turkey burgers
15_rest_train,464342:2,Be sure not to get anything other than bagels!..,FOOD,QUALITY,positive,bagels
15_rest_train,464342:1,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,SERVICE,GENERAL,negative,manager
15_rest_train,464342:0,"Bagels are ok, but be sure not to make any special requests!",FOOD,QUALITY,neutral,Bagels
15_rest_train,464215:2,The cream cheeses are out of this world and I love that coffee!!,DRINKS,QUALITY,positive,coffee
15_rest_train,470488:3,The rice was poor quality and was cooked so badly it was hard.,FOOD,QUALITY,negative,rice
15_rest_train,490565:0,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",RESTAURANT,GENERAL,positive,Lucky Strike
15_rest_train,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,DRINKS,PRICES,negative,bottle
15_rest_train,476473:0,Awsome Pizza especially the Margheritta slice.,FOOD,QUALITY,positive,Pizza
15_rest_train,485966:3,I did not try the caviar but I tried their salmon and crab salad (they are all good)  ,FOOD,QUALITY,positive,crab salad
15_rest_train,485966:3,I did not try the caviar but I tried their salmon and crab salad (they are all good)  ,FOOD,QUALITY,positive,salmon
15_rest_train,485966:2,Service was good and food is wonderful.,FOOD,QUALITY,positive,food
15_rest_train,485966:2,Service was good and food is wonderful.,SERVICE,GENERAL,positive,Service
15_rest_train,485966:1,The place was quiet and delightful.,AMBIENCE,GENERAL,positive,place
15_rest_train,485767:3,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,FOOD,QUALITY,positive,brioche and lollies
15_rest_train,485767:1,"The service was attentive, yet discreet.",SERVICE,GENERAL,positive,service
15_rest_train,475512:3,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,AMBIENCE,GENERAL,negative,music
15_rest_train,485767:0,Everything about this restaurant was special.,RESTAURANT,GENERAL,positive,restaurant
15_rest_train,485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",FOOD,QUALITY,positive,Pad Thai
15_rest_train,485026:0,"For authentic Thai food, look no further than Toons.",FOOD,QUALITY,positive,Thai food
15_rest_train,483111:1,The food is reliable and the price is moderate.,FOOD,QUALITY,positive,food
15_rest_train,483111:0,Winnie and her staff are the best crew you can find serving you.,SERVICE,GENERAL,positive,Winnie
15_rest_train,483111:0,Winnie and her staff are the best crew you can find serving you.,SERVICE,GENERAL,positive,staff
15_rest_train,476473:2,Great atmoshere and worth every bit.,AMBIENCE,GENERAL,positive,atmoshere
15_rest_train,476473:0,Awsome Pizza especially the Margheritta slice.,FOOD,QUALITY,positive,Margheritta slice
15_rest_train,485026:2,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",FOOD,QUALITY,positive,appetizer menu
15_rest_train,1748839:7,"For the people who want great food plus great service, Roxy is a place to AVOID!",FOOD,QUALITY,negative,food
15_rest_train,1655504:4,Wine list is extensive without being over-priced.,DRINKS,PRICES,positive,Wine list
15_rest_train,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,SERVICE,GENERAL,negative,service
15_rest_train,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",SERVICE,GENERAL,positive,waitstaff
15_rest_train,1700205:1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",FOOD,QUALITY,positive,caviar
15_rest_train,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",AMBIENCE,GENERAL,negative,unisex bathroom
15_rest_train,1671113:4,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",SERVICE,GENERAL,positive,staff
15_rest_train,1671113:3,"If the weather is nice, try to snag an outside table.",AMBIENCE,GENERAL,positive,outside table
15_rest_train,1671113:2,"I have tried to make reservations, but both times, the hostess didn't have my name.",SERVICE,GENERAL,negative,hostess
15_rest_train,1671113:1,The food is great and reasonably priced.,FOOD,PRICES,positive,food
15_rest_train,1700205:2,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",SERVICE,GENERAL,positive,waitstaff
15_rest_train,1664346:2,I would highly recommend this place!,RESTAURANT,GENERAL,positive,place
15_rest_train,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",AMBIENCE,GENERAL,positive,mileau
15_rest_train,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",SERVICE,GENERAL,positive,staff
15_rest_train,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",DRINKS,QUALITY,positive,drinks
15_rest_train,1664346:1,"Everything was wonderful; food, drinks, staff, mileau.",FOOD,QUALITY,positive,food
15_rest_train,1663111:5,The wine list is also really nice.,DRINKS,STYLE_OPTIONS,positive,wine list
15_rest_train,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",SERVICE,GENERAL,positive,service
15_rest_train,1671113:0,I have been to Casimir over 5 times and I have always had a great time there.,RESTAURANT,GENERAL,positive,Casimir
15_rest_train,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",FOOD,QUALITY,positive,dishes
15_rest_train,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,FOOD,QUALITY,positive,caviar
15_rest_train,1702257:0,Nice Family owned traditional restaurant.,RESTAURANT,GENERAL,positive,restaurant
15_rest_train,1707741:3,Service was also very good.,SERVICE,GENERAL,positive,Service
15_rest_train,1707741:2,The food was average or above including some surprising tasty dishes.,FOOD,QUALITY,positive,dishes
15_rest_train,1707741:2,The food was average or above including some surprising tasty dishes.,FOOD,QUALITY,positive,food
15_rest_train,1707741:1,The buffet had a nice selection.,FOOD,STYLE_OPTIONS,positive,buffet
15_rest_train,1707201:3,but the service was a bit slow.,SERVICE,GENERAL,negative,service
15_rest_train,1707201:2,The place was nice and calm.,AMBIENCE,GENERAL,positive,place
15_rest_train,1707201:1,The food was good.,FOOD,QUALITY,positive,food
15_rest_train,1700205:3,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,SERVICE,GENERAL,positive,service
15_rest_train,1706644:5,"Overall, excellent restaurant!",RESTAURANT,GENERAL,positive,restaurant
15_rest_train,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE,GENERAL,positive,back patio
15_rest_train,1706644:3,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",FOOD,QUALITY,neutral,dim sum
15_rest_train,1706644:2,"I also ordered the Change Mojito, which was out of this world.",DRINKS,QUALITY,positive,Change Mojito
15_rest_train,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",FOOD,QUALITY,positive,salmon dish
15_rest_train,1706644:1,"I found the food to be outstanding, particulary the salmon dish I had.",FOOD,QUALITY,positive,food
15_rest_train,1702257:3,Friendly staff that actually lets you enjoy your meal and the company you're with.,SERVICE,GENERAL,positive,staff
15_rest_train,1702257:1,Fresh ingredients and everything is made to order.,FOOD,QUALITY,positive,ingredients
15_rest_train,1706644:4,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",AMBIENCE,GENERAL,positive,music
15_rest_train,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,FOOD,QUALITY,positive,cheesecake
15_rest_train,1663111:2,"Excellent atmosphere, delicious dishes good and friendly service.",AMBIENCE,GENERAL,positive,atmosphere
15_rest_train,1662726:1,"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",SERVICE,GENERAL,negative,gentleman
15_rest_train,1655521:2,"The food was very good, a great deal, and the place its self was great.",FOOD,PRICES,positive,food
15_rest_train,1655521:1,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,AMBIENCE,GENERAL,positive,atmosphere
15_rest_train,1655521:0,I loved this place!!,RESTAURANT,GENERAL,positive,place
15_rest_train,1655504:5,"Be sure to try the seasonal, and always delicious, specials.",FOOD,QUALITY,positive,specials
15_rest_train,503807:4,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",FOOD,QUALITY,positive,braised lamb shank in red wine
15_rest_train,1655521:2,"The food was very good, a great deal, and the place its self was great.",AMBIENCE,GENERAL,positive,place
15_rest_train,1655504:3,"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",FOOD,QUALITY,positive,"asparagus, truffle oil, parmesan bruschetta"
15_rest_train,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD,STYLE_OPTIONS,positive,paninis
15_rest_train,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD,STYLE_OPTIONS,positive,bruschettas
15_rest_train,1655504:1,Cheese plate is a varied delight and great bargain at $10.,FOOD,PRICES,positive,Cheese plate
15_rest_train,1655504:0,Have frequented 'ino for several years and the food remains excellent.,FOOD,QUALITY,positive,food
15_rest_train,1649025:2,The food is so cheap and the waiters are nice.,SERVICE,GENERAL,positive,waiters
15_rest_train,1655504:2,"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.",FOOD,STYLE_OPTIONS,positive,tramezzinis
15_rest_train,1663111:0,I absolutely Loved this place.,RESTAURANT,GENERAL,positive,place
15_rest_train,1655521:3,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",SERVICE,GENERAL,positive,wait staff
15_rest_train,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",RESTAURANT,GENERAL,positive,Cafe Noir
15_rest_train,1662726:0,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,SERVICE,GENERAL,negative,customer service
15_rest_train,1661757:4,I would definitely recommend SEA if you like thai cuisine!,FOOD,QUALITY,positive,thai cuisine
15_rest_train,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",FOOD,QUALITY,positive,food
15_rest_train,1661757:2,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",AMBIENCE,GENERAL,positive,ambience
15_rest_train,1661757:0,What a great place.,RESTAURANT,GENERAL,positive,place
15_rest_train,1661043:5,Service is average.,SERVICE,GENERAL,neutral,Service
15_rest_train,1661043:4,Decor is charming.,AMBIENCE,GENERAL,positive,Decor
15_rest_train,1660047:0,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",SERVICE,GENERAL,negative,people
15_rest_train,1661043:2,You should pass on the calamari.,FOOD,QUALITY,negative,calamari
15_rest_train,1661043:0,Pizza here is consistently good.,FOOD,QUALITY,positive,Pizza
15_rest_train,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",RESTAURANT,GENERAL,positive,Cafe Noir
15_rest_train,1660047:5,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.",SERVICE,GENERAL,negative,staff
15_rest_train,1660047:4,"We did tip, I guess the model/waitress just wanted more and complained to the manager.",SERVICE,GENERAL,negative,waitress
15_rest_train,1660047:3,"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.",SERVICE,GENERAL,negative,manager
15_rest_train,1660047:2,"The waitress, seems to be more concerned of looking good than actually waitressing.",SERVICE,GENERAL,negative,waitress
15_rest_train,1660047:1,"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.",SERVICE,GENERAL,negative,service
15_rest_train,1661043:1,Salads are a delicious way to begin the meal.,FOOD,QUALITY,positive,Salads
15_rest_train,1748839:1,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",SERVICE,GENERAL,negative,waiter
15_rest_train,1710746:0,I got an excellent piece of cheesecake and we had several other nice pastries.,FOOD,QUALITY,positive,pastries
15_rest_train,1710746:2,My son and his girlfriend both wanted cheeseburgers and they were huge!,FOOD,STYLE_OPTIONS,neutral,cheeseburgers
15_rest_train,1730014:1,"Service here was great, food was fantastic.",SERVICE,GENERAL,positive,Service
15_rest_train,1728733:6,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,RESTAURANT,GENERAL,positive,restaurant
15_rest_train,1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,FOOD,QUALITY,positive,Gulab Jamun (dessert)
15_rest_train,1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,FOOD,STYLE_OPTIONS,positive,food
15_rest_train,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,FOOD,QUALITY,positive,dishes
15_rest_train,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,SERVICE,GENERAL,positive,waiter
15_rest_train,1727363:2,An excellent service,SERVICE,GENERAL,positive,service
15_rest_train,1730014:1,"Service here was great, food was fantastic.",FOOD,QUALITY,positive,food
15_rest_train,1727363:1,This is a wonderful place on all stand points especially value ofr money.,RESTAURANT,GENERAL,positive,place
15_rest_train,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",FOOD,QUALITY,negative,food
15_rest_train,1726473:3,A Thai restaurant out of rice during dinner?,RESTAURANT,MISCELLANEOUS,negative,Thai restaurant
15_rest_train,1726473:0,"Average to good Thai food, but terrible delivery.",SERVICE,GENERAL,negative,delivery
15_rest_train,1726473:0,"Average to good Thai food, but terrible delivery.",FOOD,QUALITY,positive,Thai food
15_rest_train,1726427:3,Definitely a great spot for a nice occasion or date.,RESTAURANT,MISCELLANEOUS,positive,spot
15_rest_train,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD,QUALITY,positive,banana tempura
15_rest_train,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",DRINKS,QUALITY,positive,two types of sake
15_rest_train,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD,QUALITY,positive,rolls
15_rest_train,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",FOOD,QUALITY,positive,Guacamole+shrimp appetizer
15_rest_train,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",FOOD,QUALITY,negative,frites
15_rest_train,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,FOOD,QUALITY,negative,food
15_rest_train,1748813:2,I highly recommend the Sophia pizza.,FOOD,QUALITY,positive,Sophia pizza
15_rest_train,1748813:1,All of the pizzas are terrific and the price is even better!,FOOD,QUALITY,positive,pizzas
15_rest_train,1748813:0,I stumbled upon this great pizzeria as I explored my new neighborhood.,RESTAURANT,GENERAL,positive,pizzeria
15_rest_train,1746113:5,We all agreed that mare is one of the best seafood restaurants in New York.,RESTAURANT,GENERAL,positive,mare
15_rest_train,1746113:3,"The fish was really,really fresh.",FOOD,QUALITY,positive,fish
15_rest_train,1746113:1,The menu has so many fish items and oysters.,FOOD,STYLE_OPTIONS,positive,menu
15_rest_train,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",FOOD,QUALITY,positive,filet
15_rest_train,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",FOOD,QUALITY,positive,ingredients
15_rest_train,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",FOOD,QUALITY,positive,crust
15_rest_train,1730447:2,"By far, the best pizza in Manhattan.",FOOD,QUALITY,positive,pizza
15_rest_train,1730447:0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,RESTAURANT,MISCELLANEOUS,positive,pizza place
15_rest_train,1730127:2,"Always a nice crowd, but never loud.",RESTAURANT,MISCELLANEOUS,positive,crowd
15_rest_train,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",SERVICE,GENERAL,positive,service
15_rest_train,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",FOOD,QUALITY,positive,food
15_rest_train,1730127:0,You cannot go wrong with this place.,RESTAURANT,GENERAL,positive,place
15_rest_train,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",SERVICE,GENERAL,positive,staff
15_rest_train,1710746:1,"I would recommend Roxy's for that, but not for their food.",FOOD,QUALITY,negative,food
15_rest_train,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD,QUALITY,positive,sushi
15_rest_train,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD,QUALITY,positive,crab dumplings
15_rest_train,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,FOOD,QUALITY,positive,scallops
15_rest_train,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD,QUALITY,positive,french fries
15_rest_train,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",FOOD,STYLE_OPTIONS,positive,portion
15_rest_train,1719567:0,We had the lobster sandwich and it was FANTASTIC.,FOOD,QUALITY,positive,lobster sandwich
